,location,region,lat,lon,prediction,anger,disgust,fear,joy,neutral,sadness,surprise
895,can duoc-24-vn,asia/ho_chi_minh,10.61667,106.66667,1.0,0.12403982337564227,0.0012906311157469333,0.5561515791962545,0.05966464498390751,0.1201922885025851,0.04717010709767537,0.09149092771112914
896,can tho-87-vn,asia/ho_chi_minh,10.03333,105.78333,0.0,0.055116636309004,0.0008316064361548897,0.4549795200471722,0.34927153890390716,0.06453563331530261,0.014790592339104142,0.06047445825035014
897,can tho-87-vn,asia/ho_chi_minh,10.03333,105.78333,1.0,0.03174258163198827,0.000664744206005675,0.501968139084056,0.32674291357398033,0.05390634090872477,0.010916189145063974,0.07405903749167918
898,canakkale-17-tr,europe/istanbul,40.14556,26.40639,0.0,0.14216319575077954,0.0023574365799264225,0.5613995064880207,0.08855317683583026,0.11689886775491055,0.03230395320771638,0.05632387208415417
899,canakkale-17-tr,europe/istanbul,40.14556,26.40639,1.0,0.09234424639448875,0.003509741839089984,0.4616776287081256,0.1316938144682642,0.19918510573364664,0.03659535446803641,0.07499409797408525
900,canberra-01-au,australia/sydney,-35.28346,149.12807,0.0,0.13280894226454765,0.010034835950580787,0.40159375832227634,0.14525184669103067,0.15168426944588612,0.0806106955658461,0.07801565068820693
901,canberra-01-au,australia/sydney,-35.28346,149.12807,1.0,0.22800368510413954,0.004623630791226095,0.473509811387452,0.07344582828532761,0.11510175229560375,0.06936632447932364,0.03594897215506147
902,cancun-23-mx,america/cancun,21.17429,-86.84656,0.0,0.10873830788840676,0.003211377826612053,0.4944088664830358,0.10667381359987256,0.16672462218893208,0.05494423870875084,0.06529877509569199
903,cancun-23-mx,america/cancun,21.17429,-86.84656,1.0,0.11872861668345325,0.0029917984870418703,0.5761422868097483,0.07078593094627514,0.13914231806024646,0.047101814842399,0.04510723890522371
904,canton-oh151-us,america/new_york,40.79895,-81.37845,0.0,0.10284776349947077,0.010757318399114505,0.21453801737648473,0.2015743323559449,0.26893576194980234,0.10358883845831518,0.09775795989094833
905,canton-oh151-us,america/new_york,40.79895,-81.37845,1.0,0.1585971659256352,0.0017628738472315279,0.3490757049164837,0.021404920288154623,0.17195956081721098,0.16650105355721379,0.13069873829630924
906,cao lanh-09-vn,asia/ho_chi_minh,10.45,105.63333,0.0,0.05057936899053549,0.0010780067944627,0.3427684223279357,0.3052877376321703,0.18346968060359356,0.037584720373464095,0.07923204717614377
907,cao lanh-09-vn,asia/ho_chi_minh,10.45,105.63333,1.0,0.041352349985390856,0.00062765948241572,0.38156692385673524,0.33470380981452763,0.17215872108936306,0.0178197711706161,0.05177076682448382
908,cap haitien-09-au,prince,19.75778,-72.20417,0.0,0.1710914823563378,0.005702506847824977,0.45291491133642914,0.20924107344790058,0.09001928460480615,0.03778538494048004,0.03324536557095981
909,cap haitien-09-au,prince,19.75778,-72.20417,1.0,0.09510979277241088,0.0011134997654918704,0.35672388089810014,0.3687658193398659,0.06970590651402932,0.03542658580485482,0.0731544915163938
910,capao da canoa-23-br,america/sao_paulo,-29.74556,-50.00972,0.0,0.13054465096282863,0.005621666790121705,0.5162813677932794,0.09246784243062935,0.1584977517665109,0.03661566300101343,0.05997106115821459
911,capao da canoa-23-br,america/sao_paulo,-29.74556,-50.00972,1.0,0.11898297197823421,0.010346929817318147,0.5239065104948752,0.08868391520901328,0.17532241853749528,0.03156784622402645,0.05118941009060007
912,cape coast-04-gh,africa/accra,5.10535,-1.2466,0.0,0.11261503753656081,0.001617477381579252,0.2338248525714753,0.16455049609418007,0.2988406831331159,0.09973675125086351,0.088814723124868
913,cape coast-04-gh,africa/accra,5.10535,-1.2466,1.0,0.10989833696917875,0.001211957700693946,0.44527330128143405,0.23170729774574278,0.11181882639045523,0.05409748524523036,0.04599277186276765
914,cape coral-fl071-us,america/new_york,26.56285,-81.94953,0.0,0.12526302840100725,0.005255639444509568,0.44561431469276724,0.15661512527709476,0.14849698554414711,0.04231729584849414,0.07643759620442506
915,cape coral-fl071-us,america/new_york,26.56285,-81.94953,1.0,0.1286833514642225,0.0018883764742219865,0.5308896574416019,0.10108570961038867,0.11312945519843876,0.04959133125100345,0.0747321069010385
916,cape town-11cpt-za,africa/johannesburg,-33.92584,18.42322,0.0,0.11211266202104674,0.0036114332102312225,0.44456651264626335,0.15708123893311204,0.14099651742140382,0.06214055256274786,0.0794910810830185
917,cape town-11cpt-za,africa/johannesburg,-33.92584,18.42322,1.0,0.11886901726976737,0.004618728641067045,0.39246430573235674,0.13212805424631444,0.20773153729648922,0.049563705157630214,0.09462465258286436
918,caracas-25-ve,america/caracas,10.48801,-66.87919,0.0,0.11267860648863855,0.00794471111392772,0.5224134252978125,0.09174202635401715,0.17110578627553472,0.03860556273756264,0.05550988108866765
919,caracas-25-ve,america/caracas,10.48801,-66.87919,1.0,0.09520290301863316,0.004835111831531614,0.5664433826135657,0.0767780431963122,0.16607955222494059,0.037002066295468254,0.05365893721098936
920,caraguatatuba-27-br,america/sao_paulo,-23.62028,-45.41306,0.0,0.16053848163958956,0.0033237204541668886,0.5548890657850051,0.10582982480620322,0.07752858577157841,0.06161976660793211,0.03627055535403594
