,location,region,lat,lon,prediction,count,percentage
3203,montgomery-04-pk,asia/karachi,30.66667,73.1,1.0,3,60.0
3204,montgomery-al101-us,america/chicago,32.36681,-86.29997,0.0,94,77.05
3205,montgomery-al101-us,america/chicago,32.36681,-86.29997,1.0,28,22.95
3206,montpellier-a934-fr,europe/paris,43.61092,3.87723,0.0,368,65.71
3207,montpellier-a934-fr,europe/paris,43.61092,3.87723,1.0,192,34.29
3208,montreal-1006-ca,america/montreal,45.50884,-73.58781,0.0,439,60.64
3209,montreal-1006-ca,america/montreal,45.50884,-73.58781,1.0,285,39.36
3210,monza-09mb-it,europe/rome,45.58248,9.27485,0.0,72,80.9
3211,monza-09mb-it,europe/rome,45.58248,9.27485,1.0,17,19.1
3212,moppo-16-kr,asia/seoul,34.79361,126.38861,0.0,1,50.0
3213,moppo-16-kr,asia/seoul,34.79361,126.38861,1.0,1,50.0
3214,moradabad-36-in,asia/kolkata,28.83893,78.77684,0.0,30,71.43
3215,moradabad-36-in,asia/kolkata,28.83893,78.77684,1.0,12,28.57
3216,morbi-09-in,asia/kolkata,22.81667,70.83333,0.0,1,100.0
3217,morelia-16-mx,america/mexico_city,19.70078,-101.18443,0.0,60,38.71
3218,morelia-16-mx,america/mexico_city,19.70078,-101.18443,1.0,95,61.29
3219,morioka shi-16-jp,asia/tokyo,39.70361,141.1525,0.0,76,64.96
3220,morioka shi-16-jp,asia/tokyo,39.70361,141.1525,1.0,41,35.04
3221,moron-01-ar,america/argentina/buenos_aires,-34.65344,-58.61975,0.0,1425,71.93
3222,moron-01-ar,america/argentina/buenos_aires,-34.65344,-58.61975,1.0,556,28.07
3223,moscow-48-ru,europe/moscow,55.75222,37.61556,0.0,343,40.93
3224,moscow-48-ru,europe/moscow,55.75222,37.61556,1.0,495,59.07
3225,moshi-06-tz,africa/dar_es_salaam,-3.35,37.33333,0.0,58,61.7
3226,moshi-06-tz,africa/dar_es_salaam,-3.35,37.33333,1.0,36,38.3
3227,mossoro-22-br,america/fortaleza,-5.1875,-37.34417,0.0,54,84.38
3228,mossoro-22-br,america/fortaleza,-5.1875,-37.34417,1.0,10,15.62
3229,mostaganem-07-dz,africa/algiers,35.93115,0.08918,0.0,11,100.0
3230,mostar-01-ba,europe/sarajevo,43.34333,17.80806,0.0,601,43.33
3231,mostar-01-ba,europe/sarajevo,43.34333,17.80806,1.0,786,56.67
3232,muar-01-my,asia/kuala_lumpur,2.0442,102.5689,0.0,16,57.14
3233,muar-01-my,asia/kuala_lumpur,2.0442,102.5689,1.0,12,42.86
3234,mueang nonthaburi-38-th,asia/bangkok,13.86075,100.51477,0.0,1273,43.05
3235,mueang nonthaburi-38-th,asia/bangkok,13.86075,100.51477,1.0,1684,56.95
3236,muenchen-02091-de,europe/berlin,48.13743,11.57549,0.0,3053,43.91
3237,muenchen-02091-de,europe/berlin,48.13743,11.57549,1.0,3900,56.09
3238,muenster-07055-de,europe/berlin,51.96236,7.62571,0.0,57,73.08
3239,muenster-07055-de,europe/berlin,51.96236,7.62571,1.0,21,26.92
3240,mugla-48-tr,europe/istanbul,37.21807,28.3665,0.0,136,86.62
3241,mugla-48-tr,europe/istanbul,37.21807,28.3665,1.0,21,13.38
3242,mulhouse-c168-fr,europe/paris,47.75,7.33333,0.0,123,64.06
3243,mulhouse-c168-fr,europe/paris,47.75,7.33333,1.0,69,35.94
3244,multan-04-pk,asia/karachi,30.19556,71.47528,0.0,235,57.74
3245,multan-04-pk,asia/karachi,30.19556,71.47528,1.0,172,42.26
3246,mumbai-16-in,asia/kolkata,19.07283,72.88261,0.0,7530,59.78
3247,mumbai-16-in,asia/kolkata,19.07283,72.88261,1.0,5066,40.22
3248,munger-34-in,asia/kolkata,25.37556,86.47352,0.0,2,40.0
3249,munger-34-in,asia/kolkata,25.37556,86.47352,1.0,3,60.0
3250,murcia-31mu-es,europe/madrid,37.98704,-1.13004,0.0,289,73.91
3251,murcia-31mu-es,europe/madrid,37.98704,-1.13004,1.0,102,26.09
3252,murfreesboro-tn149-us,america/chicago,35.84562,-86.39027,0.0,50,74.63
3253,murfreesboro-tn149-us,america/chicago,35.84562,-86.39027,1.0,17,25.37
3254,muricay-0966-ph,asia/manila,7.8275,123.4782,0.0,1,5.26
3255,muricay-0966-ph,asia/manila,7.8275,123.4782,1.0,18,94.74
3256,murmansk-49-ru,europe/moscow,68.97917,33.09251,0.0,10,55.56
3257,murmansk-49-ru,europe/moscow,68.97917,33.09251,1.0,8,44.44
3258,muroran-12-jp,asia/tokyo,42.31722,140.98806,0.0,16,80.0
3259,muroran-12-jp,asia/tokyo,42.31722,140.98806,1.0,4,20.0
3260,mus-49-tr,europe/istanbul,38.74525,41.50693,0.0,11,100.0
3261,musanze-13-rw,africa/kigali,-1.49984,29.63497,0.0,19,73.08
3262,musanze-13-rw,africa/kigali,-1.49984,29.63497,1.0,7,26.92
3263,muscat-06-om,asia/muscat,23.61387,58.5922,0.0,1524,68.22
3264,muscat-06-om,asia/muscat,23.61387,58.5922,1.0,710,31.78
3265,musoma-08-tz,africa/dar_es_salaam,-1.5,33.8,0.0,4,50.0
3266,musoma-08-tz,africa/dar_es_salaam,-1.5,33.8,1.0,4,50.0
3267,mutare-01-zw,africa/harare,-18.9707,32.67086,0.0,3,75.0
3268,mutare-01-zw,africa/harare,-18.9707,32.67086,1.0,1,25.0
3269,muzaffarnagar-36-in,asia/kolkata,29.47394,77.70414,0.0,5,100.0
3270,muzaffarpur-34-in,asia/kolkata,26.12259,85.39055,0.0,8,88.89
3271,muzaffarpur-34-in,asia/kolkata,26.12259,85.39055,1.0,1,11.11
3272,mwanza-12-tz,africa/dar_es_salaam,-2.51667,32.9,0.0,1,100.0
3273,my tho-37-vn,asia/ho_chi_minh,10.36004,106.35996,0.0,2,100.0
3274,mykolayiv-16-ua,europe/kiev,46.96591,31.9974,0.0,1,25.0
3275,mykolayiv-16-ua,europe/kiev,46.96591,31.9974,1.0,3,75.0
3276,mymensingh-00-bd,asia/dhaka,24.75,90.4,0.0,14,82.35
3277,mymensingh-00-bd,asia/dhaka,24.75,90.4,1.0,3,17.65
3278,mysore-19-in,asia/kolkata,12.29791,76.63925,0.0,20,32.79
3279,mysore-19-in,asia/kolkata,12.29791,76.63925,1.0,41,67.21
3280,mytishchi-47-ru,europe/moscow,55.91163,37.73076,0.0,25,65.79
3281,mytishchi-47-ru,europe/moscow,55.91163,37.73076,1.0,13,34.21
3282,nabari-23-jp,asia/tokyo,34.61667,136.08333,0.0,36,73.47
3283,nabari-23-jp,asia/tokyo,34.61667,136.08333,1.0,13,26.53
3284,nabatiye et tahta-07-lb,asia/beirut,33.37889,35.48389,0.0,52,73.24
3285,nabatiye et tahta-07-lb,asia/beirut,33.37889,35.48389,1.0,19,26.76
3286,naberezhnyye chelny-73-ru,europe/moscow,55.72545,52.41122,0.0,1,50.0
3287,naberezhnyye chelny-73-ru,europe/moscow,55.72545,52.41122,1.0,1,50.0
3288,nador-54381-ma,africa/casablanca,35.16813,-2.93352,0.0,155,70.78
3289,nador-54381-ma,africa/casablanca,35.16813,-2.93352,1.0,64,29.22
3290,naga-00e2-ph,asia/manila,13.61917,123.18139,0.0,9,52.94
3291,naga-00e2-ph,asia/manila,13.61917,123.18139,1.0,8,47.06
3292,nagano shi-26-jp,asia/tokyo,36.65139,138.18111,0.0,250,63.45
3293,nagano shi-26-jp,asia/tokyo,36.65139,138.18111,1.0,144,36.55
3294,nagaoka-29-jp,asia/tokyo,37.45,138.85,0.0,44,66.67
3295,nagaoka-29-jp,asia/tokyo,37.45,138.85,1.0,22,33.33
3296,nagappattinam-25-in,asia/kolkata,10.76667,79.83333,0.0,3,60.0
3297,nagappattinam-25-in,asia/kolkata,10.76667,79.83333,1.0,2,40.0
3298,nagarpur-00-bd,asia/dhaka,24.05,89.88333,0.0,62,59.05
3299,nagarpur-00-bd,asia/dhaka,24.05,89.88333,1.0,43,40.95
3300,nagasaki shi-27-jp,asia/tokyo,32.74472,129.87361,0.0,122,26.52
3301,nagasaki shi-27-jp,asia/tokyo,32.74472,129.87361,1.0,338,73.48
3302,nagaur-24-in,asia/kolkata,27.20201,73.73394,0.0,3,42.86
3303,nagaur-24-in,asia/kolkata,27.20201,73.73394,1.0,4,57.14
3304,nagercoil-25-in,asia/kolkata,8.19389,77.43139,0.0,10,66.67
3305,nagercoil-25-in,asia/kolkata,8.19389,77.43139,1.0,5,33.33
3306,nagoya shi-01-jp,asia/tokyo,35.18147,136.90641,0.0,1214,55.41
3307,nagoya shi-01-jp,asia/tokyo,35.18147,136.90641,1.0,977,44.59
3308,nagpur-16-in,asia/kolkata,21.15,79.1,0.0,45,67.16
3309,nagpur-16-in,asia/kolkata,21.15,79.1,1.0,22,32.84
3310,naha shi-47-jp,asia/tokyo,26.2125,127.68111,0.0,351,72.82
3311,naha shi-47-jp,asia/tokyo,26.2125,127.68111,1.0,131,27.18
3312,nairobi-05-ke,africa/nairobi,-1.28333,36.81667,0.0,7314,77.01
3313,nairobi-05-ke,africa/nairobi,-1.28333,36.81667,1.0,2184,22.99
3314,najibabad-36-in,asia/kolkata,29.61207,78.34338,0.0,4,100.0
3315,najran-00-sa,asia/riyadh,17.4924,44.12766,0.0,605,56.49
3316,najran-00-sa,asia/riyadh,17.4924,44.12766,1.0,466,43.51
3317,nakhon pathom-53-th,asia/bangkok,13.8196,100.04427,0.0,6,75.0
3318,nakhon pathom-53-th,asia/bangkok,13.8196,100.04427,1.0,2,25.0
3319,nakhon ratchasima-27-th,asia/bangkok,14.97066,102.10196,0.0,19,29.23
3320,nakhon ratchasima-27-th,asia/bangkok,14.97066,102.10196,1.0,46,70.77
3321,nakhon sawan-16-th,asia/bangkok,15.70472,100.13717,0.0,2,66.67
3322,nakhon sawan-16-th,asia/bangkok,15.70472,100.13717,1.0,1,33.33
3323,nakhon si thammarat-64-th,asia/bangkok,8.43333,99.96667,0.0,1,16.67
3324,nakhon si thammarat-64-th,asia/bangkok,8.43333,99.96667,1.0,5,83.33
3325,nakuru-08-ke,africa/nairobi,-0.28333,36.06667,0.0,193,63.91
3326,nakuru-08-ke,africa/nairobi,-0.28333,36.06667,1.0,109,36.09
3327,nam dinh-82-vn,asia/ho_chi_minh,20.41667,106.16667,0.0,5,100.0
3328,nampa-id027-us,america/boise,43.54072,-116.56346,0.0,15,62.5
3329,nampa-id027-us,america/boise,43.54072,-116.56346,1.0,9,37.5
3330,namur-walwna-be,europe/brussels,50.4669,4.86746,0.0,74,58.73
3331,namur-walwna-be,europe/brussels,50.4669,4.86746,1.0,52,41.27
3332,nanaimo-02-ca,america/vancouver,49.16634,-123.93601,0.0,71,59.66
3333,nanaimo-02-ca,america/vancouver,49.16634,-123.93601,1.0,48,40.34
3334,nancy-b254-fr,europe/paris,48.68333,6.2,0.0,184,68.4
3335,nancy-b254-fr,europe/paris,48.68333,6.2,1.0,85,31.6
3336,nandyal-02-in,asia/kolkata,15.48333,78.48333,0.0,2,40.0
3337,nandyal-02-in,asia/kolkata,15.48333,78.48333,1.0,3,60.0
3338,nanjing-04-cn,asia/shanghai,32.06167,118.77778,0.0,6,85.71
3339,nanjing-04-cn,asia/shanghai,32.06167,118.77778,1.0,1,14.29
3340,nanning-16-cn,asia/chongqing,22.81667,108.31667,0.0,2,66.67
3341,nanning-16-cn,asia/chongqing,22.81667,108.31667,1.0,1,33.33
3342,nantes-b544-fr,europe/paris,47.21725,-1.55336,0.0,709,70.97
3343,nantes-b544-fr,europe/paris,47.21725,-1.55336,1.0,290,29.03
3344,nantou-04nan-tw,asia/taipei,23.91566,120.66387,0.0,27,27.0
3345,nantou-04nan-tw,asia/taipei,23.91566,120.66387,1.0,73,73.0
3346,naperville-il043-us,america/chicago,41.78586,-88.14729,0.0,266,81.35
3347,naperville-il043-us,america/chicago,41.78586,-88.14729,1.0,61,18.65
3348,napoli-04na-it,europe/rome,40.83333,14.25,0.0,320,83.12
3349,napoli-04na-it,europe/rome,40.83333,14.25,1.0,65,16.88
3350,nara shi-28-jp,asia/tokyo,34.68505,135.80485,0.0,105,55.26
3351,nara shi-28-jp,asia/tokyo,34.68505,135.80485,1.0,85,44.74
3352,narasapur-02-in,asia/kolkata,16.45,81.66667,0.0,1,50.0
3353,narasapur-02-in,asia/kolkata,16.45,81.66667,1.0,1,50.0
3354,narasaraopet-02-in,asia/kolkata,16.25,80.06667,0.0,6,85.71
3355,narasaraopet-02-in,asia/kolkata,16.25,80.06667,1.0,1,14.29
3356,narathiwat-31-th,asia/bangkok,6.42639,101.82308,0.0,4,13.33
3357,narathiwat-31-th,asia/bangkok,6.42639,101.82308,1.0,26,86.67
3358,naro fominsk-47-ru,europe/moscow,55.38752,36.73307,0.0,1,100.0
3359,narsimhapur-35-in,asia/kolkata,22.95,79.2,0.0,1,20.0
3360,narsimhapur-35-in,asia/kolkata,22.95,79.2,1.0,4,80.0
3361,nashville-tn037-us,america/chicago,36.16589,-86.78444,0.0,641,79.43
3362,nashville-tn037-us,america/chicago,36.16589,-86.78444,1.0,166,20.57
3363,nasik-16-in,asia/kolkata,19.98333,73.8,0.0,67,69.07
3364,nasik-16-in,asia/kolkata,19.98333,73.8,1.0,30,30.93
3365,nassau-23-bs,america/nassau,25.05823,-77.34306,0.0,40,78.43
3366,nassau-23-bs,america/nassau,25.05823,-77.34306,1.0,11,21.57
3367,natal-22-br,america/fortaleza,-5.795,-35.20944,0.0,490,80.59
3368,natal-22-br,america/fortaleza,-5.795,-35.20944,1.0,118,19.41
3369,navapolatsk-07-by,europe/minsk,55.5318,28.5987,0.0,2,100.0
3370,nay pyi taw-08-mm,asia/rangoon,19.745,96.12972,0.0,5,83.33
3371,nay pyi taw-08-mm,asia/rangoon,19.745,96.12972,1.0,1,16.67
3372,nazareth-03-il,asia/jerusalem,32.69925,35.30483,0.0,31,64.58
3373,nazareth-03-il,asia/jerusalem,32.69925,35.30483,1.0,17,35.42
3374,nazret-51-et,africa/addis_ababa,8.55,39.26667,0.0,4,80.0
3375,nazret-51-et,africa/addis_ababa,8.55,39.26667,1.0,1,20.0
3376,neiva-16-co,america/bogota,2.9273,-75.28188,0.0,12,80.0
3377,neiva-16-co,america/bogota,2.9273,-75.28188,1.0,3,20.0
3378,nellore-02-in,asia/kolkata,14.43333,79.96667,0.0,3,75.0
3379,nellore-02-in,asia/kolkata,14.43333,79.96667,1.0,1,25.0
3380,nelspruit-07-za,africa/johannesburg,-25.47448,30.97033,0.0,55,64.71
3381,nelspruit-07-za,africa/johannesburg,-25.47448,30.97033,1.0,30,35.29
3382,neu ulm-02-de,europe/berlin,48.39279,10.01112,0.0,31,32.63
3383,neu ulm-02-de,europe/berlin,48.39279,10.01112,1.0,64,67.37
3384,neubrandenburg-12-de,europe/berlin,53.56414,13.27532,0.0,36,83.72
3385,neubrandenburg-12-de,europe/berlin,53.56414,13.27532,1.0,7,16.28
3386,neuquen-15-ar,america/argentina/salta,-38.95161,-68.0591,0.0,76,59.38
3387,neuquen-15-ar,america/argentina/salta,-38.95161,-68.0591,1.0,52,40.62
3388,new bedford-ma005-us,america/new_york,41.63622,-70.9342,0.0,227,74.67
3389,new bedford-ma005-us,america/new_york,41.63622,-70.9342,1.0,77,25.33
3390,new city-ny087-us,america/new_york,41.1476,-73.98931,0.0,410,82.66
3391,new city-ny087-us,america/new_york,41.1476,-73.98931,1.0,86,17.34
3392,new haven-ct009-us,america/new_york,41.30815,-72.92816,0.0,432,74.74
3393,new haven-ct009-us,america/new_york,41.30815,-72.92816,1.0,146,25.26
3394,new kingston-08-jm,america/jamaica,18.00747,-76.78319,0.0,274,52.09
3395,new kingston-08-jm,america/jamaica,18.00747,-76.78319,1.0,252,47.91
3396,new orleans-la071-us,america/chicago,29.95465,-90.07507,0.0,443,66.62
3397,new orleans-la071-us,america/chicago,29.95465,-90.07507,1.0,222,33.38
3398,new york city-ny-us,america/new_york,40.71427,-74.00597,0.0,13235,50.06
3399,new york city-ny-us,america/new_york,40.71427,-74.00597,1.0,13204,49.94
3400,newark-nj013-us,america/new_york,40.73566,-74.17237,0.0,562,79.72
3401,newark-nj013-us,america/new_york,40.73566,-74.17237,1.0,143,20.28
3402,newcastle under lyme-engm9-gb,europe/london,53.0,-2.23333,0.0,73,61.86
3403,newcastle under lyme-engm9-gb,europe/london,53.0,-2.23333,1.0,45,38.14
3404,newcastle upon tyne-engi7-gb,europe/london,54.97328,-1.61396,0.0,1588,75.87
3405,newcastle upon tyne-engi7-gb,europe/london,54.97328,-1.61396,1.0,505,24.13
3406,newcastle-02-au,australia/sydney,-32.92715,151.77647,0.0,457,52.41
3407,newcastle-02-au,australia/sydney,-32.92715,151.77647,1.0,415,47.59
3408,newcastle-02-za,africa/johannesburg,-27.75796,29.9318,0.0,35,66.04
3409,newcastle-02-za,africa/johannesburg,-27.75796,29.9318,1.0,18,33.96
3410,newport news-va700-us,america/new_york,36.97876,-76.428,0.0,43,86.0
3411,newport news-va700-us,america/new_york,36.97876,-76.428,1.0,7,14.0
3412,newport-wlsy6-gb,europe/london,51.58774,-2.99835,0.0,395,82.81
3413,newport-wlsy6-gb,europe/london,51.58774,-2.99835,1.0,82,17.19
3414,nha trang-54-vn,asia/ho_chi_minh,12.25,109.18333,0.0,1,100.0
3415,niagara falls-ny063-us,america/new_york,43.0945,-79.05671,0.0,104,90.43
3416,niagara falls-ny063-us,america/new_york,43.0945,-79.05671,1.0,11,9.57
3417,niamey-08-ne,africa/niamey,13.51366,2.1098,0.0,1,50.0
3418,niamey-08-ne,africa/niamey,13.51366,2.1098,1.0,1,50.0
3419,nice-b806-fr,europe/paris,43.70313,7.26608,0.0,999,58.39
3420,nice-b806-fr,europe/paris,43.70313,7.26608,1.0,712,41.61
3421,nicosia-04-cy,asia/nicosia,35.16667,33.36667,0.0,131,62.38
3422,nicosia-04-cy,asia/nicosia,35.16667,33.36667,1.0,79,37.62
3423,nigde-73-tr,europe/istanbul,37.96583,34.67935,0.0,3,100.0
3424,niigata shi-29-jp,asia/tokyo,37.90222,139.02361,0.0,296,82.91
3425,niigata shi-29-jp,asia/tokyo,37.90222,139.02361,1.0,61,17.09
3426,niihama-05-jp,asia/tokyo,33.95933,133.31672,0.0,16,84.21
3427,niihama-05-jp,asia/tokyo,33.95933,133.31672,1.0,3,15.79
3428,nijmegen-03-nl,europe/amsterdam,51.8425,5.85278,0.0,349,82.51
3429,nijmegen-03-nl,europe/amsterdam,51.8425,5.85278,1.0,74,17.49
3430,nimes-a930-fr,europe/paris,43.83333,4.35,0.0,110,63.95
3431,nimes-a930-fr,europe/paris,43.83333,4.35,1.0,62,36.05
3432,ningbo-02-cn,asia/shanghai,29.87819,121.54945,0.0,4,80.0
3433,ningbo-02-cn,asia/shanghai,29.87819,121.54945,1.0,1,20.0
3434,nipani-16-in,asia/kolkata,16.4,74.38333,0.0,27,71.05
3435,nipani-16-in,asia/kolkata,16.4,74.38333,1.0,11,28.95
3436,nis-se20-rs,europe/belgrade,43.32472,21.90333,0.0,106,77.37
3437,nis-se20-rs,europe/belgrade,43.32472,21.90333,1.0,31,22.63
3438,nitra-04-sk,europe/bratislava,48.30763,18.08453,1.0,2,100.0
3439,nizamabad-02-in,asia/kolkata,18.66667,78.11667,0.0,5,83.33
3440,nizamabad-02-in,asia/kolkata,18.66667,78.11667,1.0,1,16.67
3441,nizhnevartovsk-32-ru,asia/yekaterinburg,60.9344,76.5531,0.0,1,100.0
3442,nizhniy novgorod-51-ru,europe/moscow,56.32867,44.00205,0.0,3,50.0
3443,nizhniy novgorod-51-ru,europe/moscow,56.32867,44.00205,1.0,3,50.0
3444,nizhniy tagil-71-ru,asia/yekaterinburg,57.91944,59.965,0.0,2,100.0
3445,nizwa-01-om,asia/muscat,22.93333,57.53333,0.0,38,48.72
3446,nizwa-01-om,asia/muscat,22.93333,57.53333,1.0,40,51.28
3447,nkawkaw-00-gh,africa/accra,6.55121,-0.7662,0.0,4,66.67
3448,nkawkaw-00-gh,africa/accra,6.55121,-0.7662,1.0,2,33.33
3449,nkoteng-11-cm,africa/douala,4.51667,12.03333,0.0,4,100.0
3450,nobeoka-25-jp,asia/tokyo,32.58333,131.66667,0.0,7,70.0
3451,nobeoka-25-jp,asia/tokyo,32.58333,131.66667,1.0,3,30.0
3452,nong khai-17-th,asia/bangkok,17.87847,102.742,0.0,5,29.41
3453,nong khai-17-th,asia/bangkok,17.87847,102.742,1.0,12,70.59
3454,nonsan-17-kr,asia/seoul,36.20389,127.08472,0.0,20,64.52
3455,nonsan-17-kr,asia/seoul,36.20389,127.08472,1.0,11,35.48
3456,noorder paarl-11dc2-za,africa/johannesburg,-33.70468,18.96552,0.0,277,78.25
3457,noorder paarl-11dc2-za,africa/johannesburg,-33.70468,18.96552,1.0,77,21.75
3458,norderstedt-10-de,europe/berlin,53.6859,9.98041,0.0,180,74.69
3459,norderstedt-10-de,europe/berlin,53.6859,9.98041,1.0,61,25.31
3460,nordhorn-06-de,europe/berlin,52.43081,7.06833,0.0,14,70.0
3461,nordhorn-06-de,europe/berlin,52.43081,7.06833,1.0,6,30.0
3462,norfolk-va710-us,america/new_york,36.84681,-76.28522,0.0,117,74.52
3463,norfolk-va710-us,america/new_york,36.84681,-76.28522,1.0,40,25.48
3464,norman-ok027-us,america/chicago,35.22257,-97.43948,0.0,69,82.14
3465,norman-ok027-us,america/chicago,35.22257,-97.43948,1.0,15,17.86
3466,norristown-pa091-us,america/new_york,40.1215,-75.3399,0.0,221,68.85
3467,norristown-pa091-us,america/new_york,40.1215,-75.3399,1.0,100,31.15
3468,north port-fl115-us,america/new_york,27.04422,-82.23593,0.0,78,72.22
3469,north port-fl115-us,america/new_york,27.04422,-82.23593,1.0,30,27.78
3470,north shore-02-au,australia/sydney,-31.40237,152.90185,0.0,62,57.41
3471,north shore-02-au,australia/sydney,-31.40237,152.90185,1.0,46,42.59
3472,northampton-engj1-gb,europe/london,52.25,-0.88333,0.0,687,73.87
3473,northampton-engj1-gb,europe/london,52.25,-0.88333,1.0,243,26.13
3474,norwich-ct011-us,america/new_york,41.52426,-72.07591,0.0,237,55.37
3475,norwich-ct011-us,america/new_york,41.52426,-72.07591,1.0,191,44.63
3476,norwich-engi9-gb,europe/london,52.62783,1.29834,0.0,597,70.15
3477,norwich-engi9-gb,europe/london,52.62783,1.29834,1.0,254,29.85
3478,nottingham-engj8-gb,europe/london,52.9536,-1.15047,0.0,789,66.41
3479,nottingham-engj8-gb,europe/london,52.9536,-1.15047,1.0,399,33.59
3480,nouakchott-nkc-mr,africa/nouakchott,18.08581,-15.9785,0.0,2,66.67
3481,nouakchott-nkc-mr,africa/nouakchott,18.08581,-15.9785,1.0,1,33.33
3482,noumea-02-nc,pacific/noumea,-22.27631,166.4572,0.0,20,74.07
3483,noumea-02-nc,pacific/noumea,-22.27631,166.4572,1.0,7,25.93
3484,nova friburgo-21-br,america/sao_paulo,-22.28194,-42.53111,0.0,53,76.81
3485,nova friburgo-21-br,america/sao_paulo,-22.28194,-42.53111,1.0,16,23.19
3486,novara-12no-it,europe/rome,45.44056,8.61684,0.0,37,82.22
3487,novara-12no-it,europe/rome,45.44056,8.61684,1.0,8,17.78
3488,nove zamky-00-sk,europe/bratislava,47.98544,18.16195,1.0,1,100.0
3489,novi sad-vo6-rs,europe/belgrade,45.25167,19.83694,0.0,354,60.62
3490,novi sad-vo6-rs,europe/belgrade,45.25167,19.83694,1.0,230,39.38
3491,novokuznetsk-29-ru,asia/novokuznetsk,53.7557,87.1099,0.0,3,100.0
3492,novorossiysk-38-ru,europe/moscow,44.72439,37.76752,0.0,1,100.0
3493,novosibirsk-53-ru,asia/novosibirsk,55.0415,82.9346,0.0,55,57.29
3494,novosibirsk-53-ru,asia/novosibirsk,55.0415,82.9346,1.0,41,42.71
3495,novoural'sk-71-ru,asia/yekaterinburg,57.24389,60.08389,0.0,1,100.0
3496,novoye medvezhino-00-by,europe/minsk,53.88333,27.45,0.0,3,60.0
3497,novoye medvezhino-00-by,europe/minsk,53.88333,27.45,1.0,2,40.0
3498,nuevo laredo-28-mx,america/matamoros,27.47629,-99.51639,0.0,8,100.0
3499,nuneaton-engp3-gb,europe/london,52.52323,-1.46523,0.0,85,88.54
3500,nuneaton-engp3-gb,europe/london,52.52323,-1.46523,1.0,11,11.46
3501,nuremberg-02-de,europe/berlin,49.44778,11.06833,0.0,77,75.49
3502,nuremberg-02-de,europe/berlin,49.44778,11.06833,1.0,25,24.51
3503,nusaybin-72-tr,europe/istanbul,37.0778,41.2178,0.0,46,97.87
3504,nusaybin-72-tr,europe/istanbul,37.0778,41.2178,1.0,1,2.13
3505,nyiregyhaza-18-hu,europe/budapest,47.95539,21.71671,0.0,2,40.0
3506,nyiregyhaza-18-hu,europe/budapest,47.95539,21.71671,1.0,3,60.0
3507,nyzhn'ohirs'kyy-11-ua,europe/simferopol,45.44789,34.73839,0.0,1,50.0
3508,nyzhn'ohirs'kyy-11-ua,europe/simferopol,45.44789,34.73839,1.0,1,50.0
3509,o'fallon-mo183-us,america/chicago,38.81061,-90.69985,0.0,133,76.88
3510,o'fallon-mo183-us,america/chicago,38.81061,-90.69985,1.0,40,23.12
3511,oakland-ca001-us,america/los_angeles,37.80437,-122.2708,0.0,1107,83.3
3512,oakland-ca001-us,america/los_angeles,37.80437,-122.2708,1.0,222,16.7
3513,oaxaca de juarez-20-mx,america/mexico_city,17.05,-96.71667,0.0,46,68.66
3514,oaxaca de juarez-20-mx,america/mexico_city,17.05,-96.71667,1.0,21,31.34
3515,obihiro-12-jp,asia/tokyo,42.91722,143.20444,0.0,22,84.62
3516,obihiro-12-jp,asia/tokyo,42.91722,143.20444,1.0,4,15.38
3517,obninsk-25-ru,europe/moscow,55.09681,36.61006,0.0,2,100.0
3518,obuasi-00-gh,africa/accra,6.20602,-1.66191,0.0,73,79.35
3519,obuasi-00-gh,africa/accra,6.20602,-1.66191,1.0,19,20.65
3520,oceanside-ca073-us,america/los_angeles,33.19587,-117.37948,0.0,283,73.7
3521,oceanside-ca073-us,america/los_angeles,33.19587,-117.37948,1.0,101,26.3
3522,ocotlan-14-mx,america/mexico_city,20.3553,-102.77358,0.0,2,50.0
3523,ocotlan-14-mx,america/mexico_city,20.3553,-102.77358,1.0,2,50.0
3524,odate-02-jp,asia/tokyo,40.26861,140.56833,0.0,3,50.0
3525,odate-02-jp,asia/tokyo,40.26861,140.56833,1.0,3,50.0
3526,odense-21461-dk,europe/copenhagen,55.39594,10.38831,0.0,474,78.87
3527,odense-21461-dk,europe/copenhagen,55.39594,10.38831,1.0,127,21.13
3528,odessa-17-ua,europe/kiev,46.47747,30.73262,0.0,20,68.97
3529,odessa-17-ua,europe/kiev,46.47747,30.73262,1.0,9,31.03
3530,odessa-tx135-us,america/chicago,31.84568,-102.36764,0.0,21,84.0
3531,odessa-tx135-us,america/chicago,31.84568,-102.36764,1.0,4,16.0
3532,offa-00-ng,africa/lagos,8.15,4.71667,0.0,4,100.0
3533,offenburg-01-de,europe/berlin,48.47377,7.94495,0.0,52,75.36
3534,offenburg-01-de,europe/berlin,48.47377,7.94495,1.0,17,24.64
3535,ogaminan-41-ng,africa/lagos,7.59464,6.22476,0.0,118,75.64
3536,ogaminan-41-ng,africa/lagos,7.59464,6.22476,1.0,38,24.36
3537,ogden-ut057-us,america/denver,41.223,-111.97383,0.0,73,83.91
3538,ogden-ut057-us,america/denver,41.223,-111.97383,1.0,14,16.09
3539,oita shi-30-jp,asia/tokyo,33.23806,131.6125,0.0,45,59.21
3540,oita shi-30-jp,asia/tokyo,33.23806,131.6125,1.0,31,40.79
3541,okanagan-02-ca,america/vancouver,50.36386,-119.34997,0.0,131,78.92
3542,okanagan-02-ca,america/vancouver,50.36386,-119.34997,1.0,35,21.08
