,location,region,lat,lon,prediction,count,percentage
1601,farrukhabad-36-in,asia/kolkata,27.39048,79.58006,0.0,18,38.3
1602,farrukhabad-36-in,asia/kolkata,27.39048,79.58006,1.0,29,61.7
1603,fayetteville-ar143-us,america/chicago,36.06258,-94.15743,0.0,62,77.5
1604,fayetteville-ar143-us,america/chicago,36.06258,-94.15743,1.0,18,22.5
1605,fayetteville-nc051-us,america/new_york,35.05266,-78.87836,0.0,46,85.19
1606,fayetteville-nc051-us,america/new_york,35.05266,-78.87836,1.0,8,14.81
1607,feira de santana-05-br,america/bahia,-12.26667,-38.96667,0.0,52,81.25
1608,feira de santana-05-br,america/bahia,-12.26667,-38.96667,1.0,12,18.75
1609,feni-84-bd,asia/dhaka,23.01134,91.4013,0.0,12,92.31
1610,feni-84-bd,asia/dhaka,23.01134,91.4013,1.0,1,7.69
1611,ferrara-05fe-it,europe/rome,44.82678,11.62071,0.0,35,76.09
1612,ferrara-05fe-it,europe/rome,44.82678,11.62071,1.0,11,23.91
1613,fes-46231-ma,africa/casablanca,34.03715,-4.9998,0.0,1493,66.98
1614,fes-46231-ma,africa/casablanca,34.03715,-4.9998,1.0,736,33.02
1615,fethiye-48-tr,europe/istanbul,36.62167,29.11639,0.0,53,72.6
1616,fethiye-48-tr,europe/istanbul,36.62167,29.11639,1.0,20,27.4
1617,fier cifci-44-al,europe/tirane,40.71667,19.56667,0.0,24,85.71
1618,fier cifci-44-al,europe/tirane,40.71667,19.56667,1.0,4,14.29
1619,firenze-16fi-it,europe/rome,43.76667,11.25,0.0,146,73.0
1620,firenze-16fi-it,europe/rome,43.76667,11.25,1.0,54,27.0
1621,firozpur-23-in,asia/kolkata,30.92574,74.61311,0.0,14,87.5
1622,firozpur-23-in,asia/kolkata,30.92574,74.61311,1.0,2,12.5
1623,flint-mi049-us,america/detroit,43.01253,-83.68746,0.0,160,76.56
1624,flint-mi049-us,america/detroit,43.01253,-83.68746,1.0,49,23.44
1625,florencia-08-co,america/bogota,1.61438,-75.60623,0.0,8,61.54
1626,florencia-08-co,america/bogota,1.61438,-75.60623,1.0,5,38.46
1627,florianopolis-26-br,america/sao_paulo,-27.59667,-48.54917,0.0,601,77.35
1628,florianopolis-26-br,america/sao_paulo,-27.59667,-48.54917,1.0,176,22.65
1629,florissant-mo189-us,america/chicago,38.78922,-90.32261,0.0,76,75.25
1630,florissant-mo189-us,america/chicago,38.78922,-90.32261,1.0,25,24.75
1631,focsani-40-ro,europe/bucharest,45.7,27.18333,0.0,1,100.0
1632,foggia-13fg-it,europe/rome,41.46093,15.54925,0.0,20,76.92
1633,foggia-13fg-it,europe/rome,41.46093,15.54925,1.0,6,23.08
1634,forli-05fc-it,europe/rome,44.22361,12.05278,0.0,81,77.14
1635,forli-05fc-it,europe/rome,44.22361,12.05278,1.0,24,22.86
1636,formosa-09-ar,america/argentina/cordoba,-26.17753,-58.17814,0.0,36,30.77
1637,formosa-09-ar,america/argentina/cordoba,-26.17753,-58.17814,1.0,81,69.23
1638,fort collins-co069-us,america/denver,40.58526,-105.08442,0.0,89,87.25
1639,fort collins-co069-us,america/denver,40.58526,-105.08442,1.0,13,12.75
1640,fort de france-mq972-mq,america/martinique,14.60892,-61.07334,0.0,405,65.75
1641,fort de france-mq972-mq,america/martinique,14.60892,-61.07334,1.0,211,34.25
1642,fort lauderdale-fl011-us,america/new_york,26.12231,-80.14338,0.0,1129,81.28
1643,fort lauderdale-fl011-us,america/new_york,26.12231,-80.14338,1.0,260,18.72
1644,fort wayne-in003-us,america/indiana/indianapolis,41.1306,-85.12886,0.0,152,73.79
1645,fort wayne-in003-us,america/indiana/indianapolis,41.1306,-85.12886,1.0,54,26.21
1646,fort worth-tx439-us,america/chicago,32.72541,-97.32085,0.0,898,70.32
1647,fort worth-tx439-us,america/chicago,32.72541,-97.32085,1.0,379,29.68
1648,fortaleza-06-br,america/fortaleza,-3.71722,-38.54306,0.0,1029,81.54
1649,fortaleza-06-br,america/fortaleza,-3.71722,-38.54306,1.0,233,18.46
1650,foz do iguacu-18-br,america/sao_paulo,-25.54778,-54.58806,0.0,142,88.75
1651,foz do iguacu-18-br,america/sao_paulo,-25.54778,-54.58806,1.0,18,11.25
1652,franca-27-br,america/sao_paulo,-20.53861,-47.40083,0.0,47,77.05
1653,franca-27-br,america/sao_paulo,-20.53861,-47.40083,1.0,14,22.95
1654,frankfurt am main-05064-de,europe/berlin,50.11552,8.68417,0.0,1899,73.15
1655,frankfurt am main-05064-de,europe/berlin,50.11552,8.68417,1.0,697,26.85
1656,franklin-tn187-us,america/chicago,35.92506,-86.86889,0.0,57,80.28
1657,franklin-tn187-us,america/chicago,35.92506,-86.86889,1.0,14,19.72
1658,fredrikstad-13-no,europe/oslo,59.2181,10.9298,0.0,55,83.33
1659,fredrikstad-13-no,europe/oslo,59.2181,10.9298,1.0,11,16.67
1660,freetown-04-sl,africa/freetown,8.484,-13.22994,0.0,10,55.56
1661,freetown-04-sl,africa/freetown,8.484,-13.22994,1.0,8,44.44
1662,freiberg-13-de,europe/berlin,50.91089,13.33881,0.0,4,40.0
1663,freiberg-13-de,europe/berlin,50.91089,13.33881,1.0,6,60.0
1664,freiburg-01083-de,europe/berlin,47.9959,7.85222,0.0,521,73.07
1665,freiburg-01083-de,europe/berlin,47.9959,7.85222,1.0,192,26.93
1666,frejus-b883-fr,europe/paris,43.43286,6.73524,0.0,98,60.49
1667,frejus-b883-fr,europe/paris,43.43286,6.73524,1.0,64,39.51
1668,fresnillo de gonzalez echeverria-32-mx,america/mexico_city,23.17569,-102.86942,0.0,32,10.36
1669,fresnillo de gonzalez echeverria-32-mx,america/mexico_city,23.17569,-102.86942,1.0,277,89.64
1670,fresno-ca019-us,america/los_angeles,36.74773,-119.77237,0.0,115,85.19
1671,fresno-ca019-us,america/los_angeles,36.74773,-119.77237,1.0,20,14.81
1672,frosinone-07fr-it,europe/rome,41.64002,13.3401,0.0,29,70.73
1673,frosinone-07fr-it,europe/rome,41.64002,13.3401,1.0,12,29.27
1674,fukui shi-06-jp,asia/tokyo,36.06443,136.22257,0.0,32,53.33
1675,fukui shi-06-jp,asia/tokyo,36.06443,136.22257,1.0,28,46.67
1676,fukuoka shi-07-jp,asia/tokyo,33.60639,130.41806,0.0,716,72.99
1677,fukuoka shi-07-jp,asia/tokyo,33.60639,130.41806,1.0,265,27.01
1678,fukuyama-11-jp,asia/tokyo,34.48333,133.36667,0.0,5,19.23
1679,fukuyama-11-jp,asia/tokyo,34.48333,133.36667,1.0,21,80.77
1680,funchal-10-pt,atlantic/madeira,32.63333,-16.9,0.0,37,74.0
1681,funchal-10-pt,atlantic/madeira,32.63333,-16.9,1.0,13,26.0
1682,fundacion-38-co,america/bogota,10.52066,-74.18504,0.0,16,88.89
1683,fundacion-38-co,america/bogota,10.52066,-74.18504,1.0,2,11.11
1684,fuzhou-07-cn,asia/shanghai,26.06139,119.30611,0.0,2,50.0
1685,fuzhou-07-cn,asia/shanghai,26.06139,119.30611,1.0,2,50.0
1686,gabes-29-tn,africa/tunis,33.88146,10.0982,0.0,57,46.72
1687,gabes-29-tn,africa/tunis,33.88146,10.0982,1.0,65,53.28
1688,gaborone-09-bw,africa/gaborone,-24.65451,25.90859,0.0,168,73.04
1689,gaborone-09-bw,africa/gaborone,-24.65451,25.90859,1.0,62,26.96
1690,gadag-19-in,asia/kolkata,15.42977,75.62971,0.0,1,50.0
1691,gadag-19-in,asia/kolkata,15.42977,75.62971,1.0,1,50.0
1692,gafsa-30-tn,africa/tunis,34.425,8.78417,0.0,2,100.0
1693,gainesville-fl001-us,america/new_york,29.65163,-82.32483,0.0,158,88.27
1694,gainesville-fl001-us,america/new_york,29.65163,-82.32483,1.0,21,11.73
1695,galle-34-lk,asia/colombo,6.0367,80.217,0.0,32,61.54
1696,galle-34-lk,asia/colombo,6.0367,80.217,1.0,20,38.46
1697,gandia-60v-es,europe/madrid,38.96667,-0.18333,0.0,103,67.76
1698,gandia-60v-es,europe/madrid,38.96667,-0.18333,1.0,49,32.24
1699,ganganagar-24-in,asia/kolkata,29.92008,73.87496,0.0,1,100.0
1700,gangapur-24-in,asia/kolkata,26.47249,76.71744,1.0,1,100.0
1701,ganja-20-az,asia/baku,40.68278,46.36056,0.0,4,80.0
1702,ganja-20-az,asia/baku,40.68278,46.36056,1.0,1,20.0
1703,garanhuns-30-br,america/recife,-8.89028,-36.49278,0.0,15,78.95
1704,garanhuns-30-br,america/recife,-8.89028,-36.49278,1.0,4,21.05
1705,garbsen-06-de,europe/berlin,52.41371,9.5899,0.0,31,93.94
1706,garbsen-06-de,europe/berlin,52.41371,9.5899,1.0,2,6.06
1707,gatchina-42-ru,europe/moscow,59.57639,30.12833,0.0,1,50.0
1708,gatchina-42-ru,europe/moscow,59.57639,30.12833,1.0,1,50.0
1709,gateshead-enge5-gb,europe/london,54.96209,-1.60168,0.0,242,92.72
1710,gateshead-enge5-gb,europe/london,54.96209,-1.60168,1.0,19,7.28
1711,gatineau-1007-ca,america/montreal,45.47723,-75.70164,0.0,528,83.81
1712,gatineau-1007-ca,america/montreal,45.47723,-75.70164,1.0,102,16.19
1713,gaya-34-in,asia/kolkata,24.79686,85.00385,0.0,9,25.0
1714,gaya-34-in,asia/kolkata,24.79686,85.00385,1.0,27,75.0
1715,gaza-gz-ps,asia/gaza,31.5,34.46667,0.0,1,100.0
1716,gaziantep-83-tr,europe/istanbul,37.05944,37.3825,0.0,70,66.67
1717,gaziantep-83-tr,europe/istanbul,37.05944,37.3825,1.0,35,33.33
1718,gdansk-82-pl,europe/warsaw,54.35205,18.64637,0.0,412,75.6
1719,gdansk-82-pl,europe/warsaw,54.35205,18.64637,1.0,133,24.4
1720,gebze-41-tr,europe/istanbul,40.80276,29.43068,0.0,406,78.68
1721,gebze-41-tr,europe/istanbul,40.80276,29.43068,1.0,110,21.32
1722,geelong-07-au,australia/melbourne,-38.14711,144.36069,0.0,270,75.84
1723,geelong-07-au,australia/melbourne,-38.14711,144.36069,1.0,86,24.16
1724,gela-15cl-it,europe/rome,37.08034,14.23068,0.0,10,83.33
1725,gela-15cl-it,europe/rome,37.08034,14.23068,1.0,2,16.67
1726,gemena-02-cd,africa/kinshasa,3.25651,19.77234,0.0,4,36.36
1727,gemena-02-cd,africa/kinshasa,3.25651,19.77234,1.0,7,63.64
1728,general santos-12c6-ph,asia/manila,6.11278,125.17167,0.0,7,28.0
1729,general santos-12c6-ph,asia/manila,6.11278,125.17167,1.0,18,72.0
1730,geneve-ge-ch,europe/zurich,46.20222,6.14569,0.0,773,70.02
1731,geneve-ge-ch,europe/zurich,46.20222,6.14569,1.0,331,29.98
1732,genova-08ge-it,europe/rome,44.40632,8.93386,0.0,45,76.27
1733,genova-08ge-it,europe/rome,44.40632,8.93386,1.0,14,23.73
1734,gent-vlgvov-be,europe/brussels,51.05,3.71667,0.0,324,56.06
1735,gent-vlgvov-be,europe/brussels,51.05,3.71667,1.0,254,43.94
1736,george town-09-my,asia/kuala_lumpur,5.41123,100.33543,0.0,246,69.49
1737,george town-09-my,asia/kuala_lumpur,5.41123,100.33543,1.0,108,30.51
1738,george-11dc4-za,africa/johannesburg,-33.963,22.46173,0.0,41,77.36
1739,george-11dc4-za,africa/johannesburg,-33.963,22.46173,1.0,12,22.64
1740,georgetown-12-gy,america/guyana,6.80448,-58.15527,0.0,11,73.33
1741,georgetown-12-gy,america/guyana,6.80448,-58.15527,1.0,4,26.67
1742,gera-15-de,europe/berlin,50.88029,12.08187,0.0,5,45.45
1743,gera-15-de,europe/berlin,50.88029,12.08187,1.0,6,54.55
1744,germantown-md031-us,america/new_york,39.17316,-77.27165,0.0,134,74.03
1745,germantown-md031-us,america/new_york,39.17316,-77.27165,1.0,47,25.97
1746,gierloz-85-pl,europe/warsaw,54.08134,21.49551,0.0,3,75.0
1747,gierloz-85-pl,europe/warsaw,54.08134,21.49551,1.0,1,25.0
1748,gifu shi-09-jp,asia/tokyo,35.42291,136.76039,0.0,314,67.09
1749,gifu shi-09-jp,asia/tokyo,35.42291,136.76039,1.0,154,32.91
1750,gijon-34o-es,europe/madrid,43.53573,-5.66152,0.0,333,71.92
1751,gijon-34o-es,europe/madrid,43.53573,-5.66152,1.0,130,28.08
1752,gillingham-engg5-gb,europe/london,51.38914,0.54863,0.0,653,83.18
1753,gillingham-engg5-gb,europe/london,51.38914,0.54863,1.0,132,16.82
1754,girardot-33-co,america/bogota,4.29866,-74.80468,0.0,23,85.19
1755,girardot-33-co,america/bogota,4.29866,-74.80468,1.0,4,14.81
1756,giresun-28-tr,europe/istanbul,40.91698,38.38741,0.0,32,84.21
1757,giresun-28-tr,europe/istanbul,40.91698,38.38741,1.0,6,15.79
1758,giridih-38-in,asia/kolkata,24.18561,86.30772,0.0,7,70.0
1759,giridih-38-in,asia/kolkata,24.18561,86.30772,1.0,3,30.0
1760,girona-56gi-es,europe/madrid,41.98311,2.82493,0.0,339,41.8
1761,girona-56gi-es,europe/madrid,41.98311,2.82493,1.0,472,58.2
1762,glasgow-sctv2-gb,europe/london,55.86515,-4.25763,0.0,1766,73.1
1763,glasgow-sctv2-gb,europe/london,55.86515,-4.25763,1.0,650,26.9
1764,glen burnie-md003-us,america/new_york,39.16261,-76.62469,0.0,100,70.42
1765,glen burnie-md003-us,america/new_york,39.16261,-76.62469,1.0,42,29.58
1766,gloucester-enge6-gb,europe/london,51.86568,-2.2431,0.0,419,81.68
1767,gloucester-enge6-gb,europe/london,51.86568,-2.2431,1.0,94,18.32
1768,godhra-09-in,asia/kolkata,22.75,73.63333,0.0,2,28.57
1769,godhra-09-in,asia/kolkata,22.75,73.63333,1.0,5,71.43
1770,goeteborg-28-se,europe/stockholm,57.70716,11.96679,0.0,176,63.54
1771,goeteborg-28-se,europe/stockholm,57.70716,11.96679,1.0,101,36.46
1772,goiania-29-br,america/sao_paulo,-16.67861,-49.25389,0.0,433,87.83
1773,goiania-29-br,america/sao_paulo,-16.67861,-49.25389,1.0,60,12.17
1774,gola gokarannath-36-in,asia/kolkata,28.07837,80.47054,1.0,3,100.0
1775,gold coast-04-au,australia/brisbane,-28.00029,153.43088,0.0,193,69.93
1776,gold coast-04-au,australia/brisbane,-28.00029,153.43088,1.0,83,30.07
1777,gombe-55-ng,africa/lagos,10.28969,11.16729,0.0,30,57.69
1778,gombe-55-ng,africa/lagos,10.28969,11.16729,1.0,22,42.31
1779,gomez palacio-10-mx,america/monterrey,25.56473,-103.4958,0.0,9,56.25
1780,gomez palacio-10-mx,america/monterrey,25.56473,-103.4958,1.0,7,43.75
1781,gonaives-06-au,prince,19.45,-72.68333,0.0,44,73.33
1782,gonaives-06-au,prince,19.45,-72.68333,1.0,16,26.67
1783,gondia-16-in,asia/kolkata,21.45,80.2,0.0,1,100.0
1784,gorakhpur-10-in,asia/kolkata,29.44702,75.67181,0.0,85,63.43
1785,gorakhpur-10-in,asia/kolkata,29.44702,75.67181,1.0,49,36.57
1786,gorakhpur-36-in,asia/kolkata,26.75479,83.37235,0.0,85,94.44
1787,gorakhpur-36-in,asia/kolkata,26.75479,83.37235,1.0,5,5.56
1788,gorgan-37-ir,asia/tehran,36.84165,54.44361,0.0,1,100.0
1789,gorlitz-13-de,europe/berlin,51.15518,14.98853,0.0,5,55.56
1790,gorlitz-13-de,europe/berlin,51.15518,14.98853,1.0,4,44.44
1791,gorod belgorod-09-ru,europe/moscow,50.59857,36.59273,0.0,1,100.0
1792,gorontalo-34-id,asia/makassar,0.5412,123.0595,0.0,41,58.57
1793,gorontalo-34-id,asia/makassar,0.5412,123.0595,1.0,29,41.43
1794,gorzow wielkopolski-76-pl,europe/warsaw,52.73679,15.22878,0.0,101,83.47
1795,gorzow wielkopolski-76-pl,europe/warsaw,52.73679,15.22878,1.0,20,16.53
1796,gosport-engf2-gb,europe/london,50.79509,-1.12902,0.0,150,30.36
1797,gosport-engf2-gb,europe/london,50.79509,-1.12902,1.0,344,69.64
1798,gottingen-06-de,europe/berlin,51.53933,9.93406,0.0,34,55.74
1799,gottingen-06-de,europe/berlin,51.53933,9.93406,1.0,27,44.26
1800,governador valadares-15-br,america/sao_paulo,-18.85111,-41.94944,0.0,67,97.1
1801,governador valadares-15-br,america/sao_paulo,-18.85111,-41.94944,1.0,2,2.9
1802,grahamstown-05-za,africa/johannesburg,-33.30422,26.53276,0.0,3,37.5
1803,grahamstown-05-za,africa/johannesburg,-33.30422,26.53276,1.0,5,62.5
1804,granada-06-ni,america/managua,11.92988,-85.95602,0.0,41,78.85
1805,granada-06-ni,america/managua,11.92988,-85.95602,1.0,11,21.15
1806,granada-51gr-es,europe/madrid,37.18817,-3.60667,0.0,137,72.87
1807,granada-51gr-es,europe/madrid,37.18817,-3.60667,1.0,51,27.13
1808,grand rapids-mi081-us,america/detroit,42.96336,-85.66809,0.0,323,84.78
1809,grand rapids-mi081-us,america/detroit,42.96336,-85.66809,1.0,58,15.22
1810,granite city-il119-us,america/chicago,38.70144,-90.14872,0.0,13,86.67
1811,granite city-il119-us,america/chicago,38.70144,-90.14872,1.0,2,13.33
1812,graz-06-at,europe/vienna,47.06667,15.45,0.0,20,64.52
1813,graz-06-at,europe/vienna,47.06667,15.45,1.0,11,35.48
1814,greater noida-36-in,asia/kolkata,28.49615,77.53601,0.0,201,60.73
1815,greater noida-36-in,asia/kolkata,28.49615,77.53601,1.0,130,39.27
1816,greater sudbury-08-ca,america/toronto,46.49,-80.99001,0.0,49,89.09
1817,greater sudbury-08-ca,america/toronto,46.49,-80.99001,1.0,6,10.91
1818,greeley-co123-us,america/denver,40.42331,-104.70913,0.0,14,82.35
1819,greeley-co123-us,america/denver,40.42331,-104.70913,1.0,3,17.65
1820,green bay-wi009-us,america/chicago,44.51916,-88.01983,0.0,190,76.61
1821,green bay-wi009-us,america/chicago,44.51916,-88.01983,1.0,58,23.39
1822,greensboro-nc081-us,america/new_york,36.07264,-79.79198,0.0,152,67.86
1823,greensboro-nc081-us,america/new_york,36.07264,-79.79198,1.0,72,32.14
1824,greenville-sc045-us,america/new_york,34.85262,-82.39401,0.0,272,74.73
1825,greenville-sc045-us,america/new_york,34.85262,-82.39401,1.0,92,25.27
1826,grenoble-b938-fr,europe/paris,45.16667,5.71667,0.0,419,74.82
1827,grenoble-b938-fr,europe/paris,45.16667,5.71667,1.0,141,25.18
1828,groningen-04-nl,europe/amsterdam,53.21917,6.56667,0.0,185,64.01
1829,groningen-04-nl,europe/amsterdam,53.21917,6.56667,1.0,104,35.99
1830,groznyy-12-ru,europe/moscow,43.31195,45.68895,0.0,1,20.0
1831,groznyy-12-ru,europe/moscow,43.31195,45.68895,1.0,4,80.0
1832,grudziadz-73-pl,europe/warsaw,53.48411,18.75366,0.0,54,88.52
1833,grudziadz-73-pl,europe/warsaw,53.48411,18.75366,1.0,7,11.48
1834,guadalajara-14-mx,america/mexico_city,20.66667,-103.33333,0.0,486,72.0
1835,guadalajara-14-mx,america/mexico_city,20.66667,-103.33333,1.0,189,28.0
1836,guadalajara-54gu-es,europe/madrid,40.63333,-3.16667,0.0,973,61.66
1837,guadalajara-54gu-es,europe/madrid,40.63333,-3.16667,1.0,605,38.34
1838,guanare-18-ve,america/caracas,9.04183,-69.74206,0.0,234,37.38
1839,guanare-18-ve,america/caracas,9.04183,-69.74206,1.0,392,62.62
1840,guangzhou-30-cn,asia/shanghai,23.11667,113.25,0.0,48,75.0
1841,guangzhou-30-cn,asia/shanghai,23.11667,113.25,1.0,16,25.0
1842,guarapuava-18-br,america/sao_paulo,-25.39528,-51.45806,0.0,40,86.96
1843,guarapuava-18-br,america/sao_paulo,-25.39528,-51.45806,1.0,6,13.04
1844,guasave-25-mx,america/mazatlan,25.56648,-108.46907,0.0,2,33.33
1845,guasave-25-mx,america/mazatlan,25.56648,-108.46907,1.0,4,66.67
1846,guatemala city-07-gt,america/guatemala,14.64072,-90.51327,0.0,401,79.09
1847,guatemala city-07-gt,america/guatemala,14.64072,-90.51327,1.0,106,20.91
1848,guayaquil-10-ec,america/guayaquil,-2.16667,-79.9,0.0,1247,62.29
1849,guayaquil-10-ec,america/guayaquil,-2.16667,-79.9,1.0,755,37.71
1850,guaymas-26-mx,america/hermosillo,27.91818,-110.89973,0.0,8,80.0
1851,guaymas-26-mx,america/hermosillo,27.91818,-110.89973,1.0,2,20.0
1852,guelma-23-dz,africa/algiers,36.46214,7.42608,0.0,1,33.33
1853,guelma-23-dz,africa/algiers,36.46214,7.42608,1.0,2,66.67
1854,guilin-16-cn,asia/chongqing,25.28194,110.28639,0.0,7,43.75
1855,guilin-16-cn,asia/chongqing,25.28194,110.28639,1.0,9,56.25
1856,gujranwala-04-pk,asia/karachi,32.16167,74.18831,0.0,39,58.21
1857,gujranwala-04-pk,asia/karachi,32.16167,74.18831,1.0,28,41.79
1858,gulbarga-19-in,asia/kolkata,17.33333,76.83333,0.0,2,66.67
1859,gulbarga-19-in,asia/kolkata,17.33333,76.83333,1.0,1,33.33
1860,gulu-n30-ug,africa/kampala,2.77457,32.29899,0.0,23,71.88
1861,gulu-n30-ug,africa/kampala,2.77457,32.29899,1.0,9,28.12
1862,guna-35-in,asia/kolkata,24.64761,77.31191,0.0,2,100.0
1863,guntakal-02-in,asia/kolkata,15.16667,77.38333,0.0,4,80.0
1864,guntakal-02-in,asia/kolkata,15.16667,77.38333,1.0,1,20.0
1865,gusau-57-ng,africa/lagos,12.16278,6.66135,0.0,3,75.0
1866,gusau-57-ng,africa/lagos,12.16278,6.66135,1.0,1,25.0
1867,gutersloh-07-de,europe/berlin,51.90693,8.37854,0.0,61,73.49
1868,gutersloh-07-de,europe/berlin,51.90693,8.37854,1.0,22,26.51
1869,guwahati-03-in,asia/kolkata,26.18617,91.75095,0.0,76,73.79
1870,guwahati-03-in,asia/kolkata,26.18617,91.75095,1.0,27,26.21
1871,gwalior-35-in,asia/kolkata,26.22982,78.17337,0.0,2,22.22
1872,gwalior-35-in,asia/kolkata,26.22982,78.17337,1.0,7,77.78
1873,gwangju-18-kr,asia/seoul,35.15472,126.91556,0.0,39,68.42
1874,gwangju-18-kr,asia/seoul,35.15472,126.91556,1.0,18,31.58
1875,gweru-02-zw,africa/harare,-19.45,29.81667,0.0,3,50.0
1876,gweru-02-zw,africa/harare,-19.45,29.81667,1.0,3,50.0
1877,gyumri-07-am,asia/yerevan,40.7942,43.84528,0.0,1,100.0
1878,ha noi-44-vn,asia/ho_chi_minh,21.0245,105.84117,0.0,687,73.63
1879,ha noi-44-vn,asia/ho_chi_minh,21.0245,105.84117,1.0,246,26.37
1880,hachinohe-03-jp,asia/tokyo,40.5,141.5,0.0,11,28.21
1881,hachinohe-03-jp,asia/tokyo,40.5,141.5,1.0,28,71.79
1882,hackensack-nj003-us,america/new_york,40.88593,-74.04347,0.0,199,44.03
1883,hackensack-nj003-us,america/new_york,40.88593,-74.04347,1.0,253,55.97
1884,hadejia-39-ng,africa/lagos,12.4498,10.0444,0.0,1,100.0
1885,haifa-04-il,asia/jerusalem,32.81841,34.9885,0.0,23,41.07
1886,haifa-04-il,asia/jerusalem,32.81841,34.9885,1.0,33,58.93
1887,haikou-31-cn,asia/chongqing,20.04583,110.34167,0.0,14,58.33
1888,haikou-31-cn,asia/chongqing,20.04583,110.34167,1.0,10,41.67
1889,haiphong-13-vn,asia/ho_chi_minh,20.85611,106.68222,0.0,70,82.35
1890,haiphong-13-vn,asia/ho_chi_minh,20.85611,106.68222,1.0,15,17.65
1891,hakkari-70-tr,europe/istanbul,37.57444,43.74083,0.0,20,90.91
1892,hakkari-70-tr,europe/istanbul,37.57444,43.74083,1.0,2,9.09
1893,hakodate-12-jp,asia/tokyo,41.77583,140.73667,0.0,17,73.91
1894,hakodate-12-jp,asia/tokyo,41.77583,140.73667,1.0,6,26.09
1895,haldia-28-in,asia/kolkata,22.06046,88.10975,0.0,7,70.0
1896,haldia-28-in,asia/kolkata,22.06046,88.10975,1.0,3,30.0
1897,haldwani-39-in,asia/kolkata,29.22254,79.5286,0.0,13,5.65
1898,haldwani-39-in,asia/kolkata,29.22254,79.5286,1.0,217,94.35
1899,halifax-07-ca,america/halifax,44.64533,-63.57239,0.0,286,65.45
1900,halifax-07-ca,america/halifax,44.64533,-63.57239,1.0,151,34.55
1901,halifax-engc2-gb,europe/london,53.71667,-1.85,0.0,279,86.11
1902,halifax-engc2-gb,europe/london,53.71667,-1.85,1.0,45,13.89
1903,halle neustadt-14-de,europe/berlin,51.47924,11.91605,0.0,14,77.78
1904,halle neustadt-14-de,europe/berlin,51.47924,11.91605,1.0,4,22.22
1905,hamamatsu-37-jp,asia/tokyo,34.7,137.73333,0.0,124,69.66
1906,hamamatsu-37-jp,asia/tokyo,34.7,137.73333,1.0,54,30.34
1907,hamburg-04-de,europe/berlin,53.57532,10.01534,0.0,570,50.22
1908,hamburg-04-de,europe/berlin,53.57532,10.01534,1.0,565,49.78
1909,hameenlinna-1305-fi,europe/helsinki,60.99596,24.46434,0.0,2,100.0
1910,hamilton-08-ca,america/toronto,43.23341,-79.94964,0.0,845,81.56
1911,hamilton-08-ca,america/toronto,43.23341,-79.94964,1.0,191,18.44
1912,hamilton-g1016-nz,pacific/auckland,-37.78333,175.28333,0.0,70,63.06
1913,hamilton-g1016-nz,pacific/auckland,-37.78333,175.28333,1.0,41,36.94
1914,hamilton-oh017-us,america/new_york,39.3995,-84.56134,0.0,48,70.59
1915,hamilton-oh017-us,america/new_york,39.3995,-84.56134,1.0,20,29.41
1916,hamm-07059-de,europe/berlin,51.68033,7.82089,0.0,20,55.56
1917,hamm-07059-de,europe/berlin,51.68033,7.82089,1.0,16,44.44
1918,hammond-in089-us,america/chicago,41.58337,-87.50004,0.0,205,84.71
1919,hammond-in089-us,america/chicago,41.58337,-87.50004,1.0,37,15.29
1920,hanford-ca031-us,america/los_angeles,36.32745,-119.64568,0.0,1,100.0
1921,hangzhou-02-cn,asia/shanghai,30.29365,120.16142,0.0,10,71.43
1922,hangzhou-02-cn,asia/shanghai,30.29365,120.16142,1.0,4,28.57
1923,hannover-0600-de,europe/berlin,52.37052,9.73322,0.0,143,59.58
1924,hannover-0600-de,europe/berlin,52.37052,9.73322,1.0,97,40.42
1925,hanumangarh-24-in,asia/kolkata,29.58182,74.32938,0.0,5,50.0
1926,hanumangarh-24-in,asia/kolkata,29.58182,74.32938,1.0,5,50.0
1927,harare-10-zw,africa/harare,-17.82772,31.05337,0.0,390,88.04
1928,harare-10-zw,africa/harare,-17.82772,31.05337,1.0,53,11.96
1929,harbin-08-cn,asia/harbin,45.75,126.65,0.0,4,57.14
1930,harbin-08-cn,asia/harbin,45.75,126.65,1.0,3,42.86
1931,harderwijk-03-nl,europe/amsterdam,52.34167,5.62083,0.0,761,28.96
1932,harderwijk-03-nl,europe/amsterdam,52.34167,5.62083,1.0,1867,71.04
1933,hardoi-36-in,asia/kolkata,27.39433,80.1311,0.0,2,66.67
1934,hardoi-36-in,asia/kolkata,27.39433,80.1311,1.0,1,33.33
1935,harlow-enge4-gb,europe/london,51.77655,0.11158,0.0,312,85.95
1936,harlow-enge4-gb,europe/london,51.77655,0.11158,1.0,51,14.05
1937,harrogate-engj7-gb,europe/london,53.99078,-1.5373,0.0,102,82.26
1938,harrogate-engj7-gb,europe/london,53.99078,-1.5373,1.0,22,17.74
1939,hartford-ct003-us,america/new_york,41.76371,-72.68509,0.0,480,75.0
1940,hartford-ct003-us,america/new_york,41.76371,-72.68509,1.0,160,25.0
1941,hasilpur-04-pk,asia/karachi,29.71222,72.55528,1.0,1,100.0
1942,hassan-19-in,asia/kolkata,13.00056,76.09944,0.0,4,14.81
1943,hassan-19-in,asia/kolkata,13.00056,76.09944,1.0,23,85.19
1944,hasselt-vlgvli-be,europe/brussels,50.93106,5.33781,0.0,178,79.11
